polarity	predict	P(s=-1)	P(s=1)
-1	-1	0.69632	0.30368
-1	-1	0.94867	0.05133
1	1	0.15547	0.84453
1	1	0.31307	0.68693
1	1	0.33464	0.66536
-1	-1	0.58257	0.41743
1	1	0.32603	0.67397
1	1	0.48910	0.51090
-1	-1	0.52021	0.47979
1	1	0.28946	0.71054
1	1	0.09319	0.90681
1	1	0.44977	0.55023
1	1	0.48030	0.51970
1	1	0.32187	0.67813
-1	-1	0.93444	0.06556
1	1	0.35344	0.64656
-1	-1	0.69049	0.30951
1	1	0.23647	0.76353
1	1	0.48174	0.51826
1	1	0.37119	0.62881
-1	-1	0.82896	0.17104
1	1	0.21249	0.78751
1	1	0.43031	0.56969
-1	1	0.49747	0.50253
-1	-1	0.71727	0.28273
1	1	0.28991	0.71009
1	1	0.30792	0.69208
1	1	0.33081	0.66919
1	-1	0.56949	0.43051
-1	1	0.46235	0.53765
-1	-1	0.62113	0.37887
-1	-1	0.54434	0.45566
1	1	0.31001	0.68999
-1	-1	0.81060	0.18940
1	1	0.30233	0.69767
-1	-1	0.91123	0.08877
-1	-1	0.58253	0.41747
1	1	0.18451	0.81549
-1	-1	0.84718	0.15282
-1	-1	0.84957	0.15043
1	1	0.38383	0.61617
1	1	0.44691	0.55309
-1	-1	0.68969	0.31031
1	1	0.12809	0.87191
-1	-1	0.60190	0.39810
-1	-1	0.85384	0.14616
-1	-1	0.78863	0.21137
-1	-1	0.84625	0.15375
1	1	0.42543	0.57457
1	1	0.18860	0.81140
1	1	0.11440	0.88560
1	1	0.26604	0.73396
-1	1	0.49910	0.50090
-1	-1	0.65499	0.34501
-1	-1	0.71756	0.28244
1	1	0.31776	0.68224
1	1	0.49492	0.50508
1	1	0.44932	0.55068
-1	-1	0.57038	0.42962
1	1	0.20634	0.79366
1	1	0.23175	0.76825
1	1	0.38556	0.61444
-1	-1	0.71547	0.28453
-1	1	0.48336	0.51664
-1	-1	0.67586	0.32414
1	1	0.12284	0.87716
1	1	0.36641	0.63359
-1	-1	0.72721	0.27279
-1	-1	0.70658	0.29342
1	1	0.25967	0.74033
-1	-1	0.62383	0.37617
1	1	0.30509	0.69491
-1	-1	0.71955	0.28045
1	1	0.18583	0.81417
1	1	0.41834	0.58166
-1	-1	0.90392	0.09608
1	-1	0.69079	0.30921
-1	-1	0.73622	0.26378
-1	1	0.46301	0.53699
-1	-1	0.67843	0.32157
-1	1	0.42665	0.57335
-1	-1	0.78906	0.21094
1	1	0.29594	0.70406
-1	-1	0.69256	0.30744
1	1	0.21586	0.78414
-1	-1	0.75468	0.24532
1	1	0.44130	0.55870
1	-1	0.53189	0.46811
-1	1	0.47610	0.52390
-1	-1	0.59066	0.40934
1	1	0.30356	0.69644
1	1	0.36712	0.63288
-1	-1	0.63508	0.36492
-1	1	0.43193	0.56807
1	1	0.39652	0.60348
-1	-1	0.72678	0.27322
1	1	0.38583	0.61417
-1	-1	0.89073	0.10927
1	1	0.20693	0.79307
-1	-1	0.56702	0.43298
-1	-1	0.71424	0.28576
1	1	0.30797	0.69203
1	1	0.38985	0.61015
1	1	0.41527	0.58473
-1	-1	0.52688	0.47312
-1	-1	0.60726	0.39274
-1	-1	0.59697	0.40303
1	1	0.39895	0.60105
1	1	0.42487	0.57513
-1	-1	0.81259	0.18741
1	1	0.20492	0.79508
-1	-1	0.65418	0.34582
-1	-1	0.78159	0.21841
1	1	0.24772	0.75228
1	1	0.39756	0.60244
1	1	0.33338	0.66662
1	1	0.48651	0.51349
-1	-1	0.59668	0.40332
-1	-1	0.77032	0.22968
-1	-1	0.62267	0.37733
1	1	0.17639	0.82361
-1	-1	0.61501	0.38499
-1	1	0.47028	0.52972
-1	-1	0.85627	0.14373
-1	-1	0.53467	0.46533
-1	-1	0.69663	0.30337
-1	-1	0.74648	0.25352
-1	-1	0.76132	0.23868
1	1	0.27454	0.72546
1	1	0.42880	0.57120
-1	-1	0.77557	0.22443
1	1	0.08889	0.91111
-1	-1	0.82201	0.17799
-1	-1	0.80143	0.19857
-1	-1	0.63799	0.36201
-1	-1	0.69164	0.30836
-1	-1	0.81801	0.18199
-1	-1	0.64617	0.35383
1	-1	0.61937	0.38063
-1	1	0.47728	0.52272
-1	-1	0.54733	0.45267
-1	-1	0.55733	0.44267
-1	1	0.38875	0.61125
-1	-1	0.76281	0.23719
1	1	0.25047	0.74953
1	1	0.29545	0.70455
1	1	0.26594	0.73406
-1	-1	0.75386	0.24614
-1	-1	0.53219	0.46781
1	1	0.20428	0.79572
-1	-1	0.67680	0.32320
1	1	0.18635	0.81365
1	1	0.40347	0.59653
1	-1	0.54689	0.45311
-1	-1	0.64301	0.35699
-1	-1	0.65927	0.34073
1	1	0.37816	0.62184
-1	-1	0.53163	0.46837
-1	-1	0.50668	0.49332
1	1	0.37605	0.62395
-1	-1	0.91647	0.08353
1	1	0.25925	0.74075
1	1	0.28606	0.71394
1	1	0.27947	0.72053
1	1	0.28648	0.71352
1	1	0.47164	0.52836
-1	-1	0.73791	0.26209
1	1	0.11246	0.88754
1	1	0.22595	0.77405
-1	-1	0.58103	0.41897
1	1	0.12840	0.87160
-1	-1	0.64925	0.35075
1	1	0.37378	0.62622
-1	-1	0.56081	0.43919
-1	-1	0.73018	0.26982
-1	-1	0.76980	0.23020
-1	-1	0.72819	0.27181
1	1	0.22074	0.77926
1	-1	0.55696	0.44304
1	1	0.33202	0.66798
1	1	0.48320	0.51680
-1	1	0.43711	0.56289
1	1	0.16294	0.83706
-1	-1	0.81981	0.18019
1	1	0.27239	0.72761
-1	-1	0.85655	0.14345
1	1	0.26424	0.73576
-1	-1	0.64877	0.35123
-1	-1	0.55590	0.44410
-1	-1	0.70538	0.29462
-1	-1	0.86955	0.13045
1	1	0.41576	0.58424
1	1	0.34999	0.65001
1	1	0.30899	0.69101
-1	-1	0.66161	0.33839
1	1	0.08083	0.91917
1	1	0.32420	0.67580
1	1	0.23013	0.76987
-1	-1	0.63576	0.36424
1	1	0.18887	0.81113
1	1	0.29264	0.70736
-1	-1	0.62008	0.37992
1	1	0.25647	0.74353
-1	-1	0.65837	0.34163
1	1	0.45607	0.54393
1	1	0.12598	0.87402
1	1	0.40553	0.59447
-1	-1	0.75432	0.24568
-1	-1	0.65520	0.34480
-1	-1	0.63995	0.36005
1	1	0.16889	0.83111
1	1	0.26255	0.73745
1	1	0.27293	0.72707
-1	-1	0.71910	0.28090
-1	-1	0.78940	0.21060
-1	-1	0.58059	0.41941
-1	-1	0.54784	0.45216
-1	-1	0.71185	0.28815
1	1	0.10168	0.89832
1	1	0.23187	0.76813
-1	-1	0.66011	0.33989
1	1	0.17165	0.82835
1	-1	0.52793	0.47207
-1	-1	0.88837	0.11163
-1	-1	0.66266	0.33734
1	1	0.16322	0.83678
1	1	0.18365	0.81635
-1	-1	0.72401	0.27599
-1	-1	0.74898	0.25102
-1	1	0.49690	0.50310
-1	1	0.45507	0.54493
-1	-1	0.59472	0.40528
1	1	0.30593	0.69407
1	1	0.20377	0.79623
-1	-1	0.62878	0.37122
-1	-1	0.74709	0.25291
-1	1	0.45023	0.54977
1	1	0.27611	0.72389
1	1	0.34367	0.65633
-1	-1	0.50146	0.49854
1	1	0.42509	0.57491
-1	-1	0.71046	0.28954
-1	-1	0.69464	0.30536
1	-1	0.55587	0.44413
1	1	0.20960	0.79040
1	1	0.38760	0.61240
-1	-1	0.74379	0.25621
-1	1	0.39760	0.60240
-1	-1	0.60333	0.39667
1	1	0.12279	0.87721
1	1	0.35250	0.64750
-1	-1	0.72625	0.27375
1	1	0.36450	0.63550
1	1	0.49600	0.50400
1	1	0.34418	0.65582
1	1	0.25907	0.74093
-1	1	0.44437	0.55563
1	1	0.13640	0.86360
-1	-1	0.55618	0.44382
-1	-1	0.61591	0.38409
1	1	0.42486	0.57514
1	1	0.26622	0.73378
1	1	0.44767	0.55233
1	1	0.21595	0.78405
1	1	0.22350	0.77650
-1	-1	0.57057	0.42943
-1	1	0.48116	0.51884
1	1	0.38971	0.61029
-1	-1	0.82332	0.17668
-1	-1	0.80237	0.19763
-1	1	0.35255	0.64745
1	-1	0.74459	0.25541
1	1	0.43769	0.56231
-1	-1	0.63869	0.36131
1	1	0.22628	0.77372
1	-1	0.52265	0.47735
-1	-1	0.61866	0.38134
1	1	0.36254	0.63746
-1	-1	0.72246	0.27754
1	1	0.22412	0.77588
-1	-1	0.77496	0.22504
-1	-1	0.72388	0.27612
1	1	0.20504	0.79496
-1	-1	0.63758	0.36242
-1	-1	0.57130	0.42870
1	1	0.26217	0.73783
-1	-1	0.65174	0.34826
1	1	0.08528	0.91472
1	1	0.48796	0.51204
1	1	0.26662	0.73338
-1	-1	0.59835	0.40165
1	1	0.40619	0.59381
-1	-1	0.82558	0.17442
1	1	0.36780	0.63220
1	1	0.27482	0.72518
1	1	0.46692	0.53308
-1	-1	0.53949	0.46051
1	1	0.30888	0.69112
-1	-1	0.71666	0.28334
-1	-1	0.82632	0.17368
-1	-1	0.61220	0.38780
1	1	0.17044	0.82956
-1	-1	0.73994	0.26006
1	1	0.12114	0.87886
-1	-1	0.73413	0.26587
-1	-1	0.83327	0.16673
1	1	0.27637	0.72363
-1	-1	0.88954	0.11046
1	1	0.18023	0.81977
-1	-1	0.63992	0.36008
1	1	0.23803	0.76197
-1	-1	0.77238	0.22762
-1	-1	0.71339	0.28661
-1	1	0.42517	0.57483
-1	-1	0.78772	0.21228
1	1	0.06769	0.93231
1	1	0.42936	0.57064
1	1	0.17468	0.82532
1	1	0.32045	0.67955
-1	-1	0.59986	0.40014
-1	-1	0.71992	0.28008
-1	-1	0.87382	0.12618
1	-1	0.61591	0.38409
1	1	0.19183	0.80817
-1	-1	0.60936	0.39064
1	1	0.20178	0.79822
-1	-1	0.80831	0.19169
1	1	0.49321	0.50679
1	1	0.44084	0.55916
-1	-1	0.58290	0.41710
1	1	0.38121	0.61879
1	1	0.16235	0.83765
-1	-1	0.78911	0.21089
-1	-1	0.63695	0.36305
-1	-1	0.74929	0.25071
-1	-1	0.68803	0.31197
1	1	0.27430	0.72570
-1	-1	0.91850	0.08150
-1	-1	0.88352	0.11648
-1	-1	0.80217	0.19783
-1	-1	0.60407	0.39593
1	1	0.39648	0.60352
1	1	0.25893	0.74107
1	1	0.21073	0.78927
1	1	0.39025	0.60975
1	1	0.07845	0.92155
-1	-1	0.76891	0.23109
-1	-1	0.74128	0.25872
-1	-1	0.66532	0.33468
1	1	0.28716	0.71284
-1	-1	0.59258	0.40742
-1	-1	0.53271	0.46729
1	1	0.35488	0.64512
1	1	0.31492	0.68508
1	1	0.17880	0.82120
-1	-1	0.60138	0.39862
1	1	0.22289	0.77711
-1	-1	0.82427	0.17573
-1	-1	0.69530	0.30470
1	1	0.16649	0.83351
1	1	0.20517	0.79483
-1	-1	0.76669	0.23331
1	1	0.33691	0.66309
-1	-1	0.71111	0.28889
1	1	0.07504	0.92496
1	1	0.21523	0.78477
-1	-1	0.75100	0.24900
-1	-1	0.61079	0.38921
1	1	0.36269	0.63731
1	1	0.27236	0.72764
1	1	0.44136	0.55864
-1	-1	0.74472	0.25528
1	1	0.13546	0.86454
1	1	0.27609	0.72391
-1	-1	0.83140	0.16860
1	-1	0.53238	0.46762
1	1	0.41679	0.58321
-1	-1	0.58912	0.41088
1	1	0.13079	0.86921
1	1	0.29720	0.70280
-1	-1	0.50916	0.49084
-1	1	0.41821	0.58179
1	1	0.22712	0.77288
-1	1	0.45297	0.54703
-1	1	0.49251	0.50749
1	1	0.42635	0.57365
-1	-1	0.80899	0.19101
1	1	0.23572	0.76428
-1	-1	0.51717	0.48283
1	1	0.24273	0.75727
1	1	0.28413	0.71587
1	1	0.09906	0.90094
-1	1	0.41980	0.58020
1	1	0.32391	0.67609
1	1	0.16847	0.83153
1	1	0.23315	0.76685
-1	-1	0.54157	0.45843
-1	-1	0.84174	0.15826
1	1	0.45007	0.54993
1	1	0.40058	0.59942
-1	-1	0.77504	0.22496
-1	-1	0.76881	0.23119
-1	-1	0.76296	0.23704
1	1	0.34117	0.65883
-1	-1	0.81335	0.18665
-1	-1	0.61581	0.38419
1	1	0.28296	0.71704
1	1	0.36305	0.63695
-1	1	0.44977	0.55023
-1	-1	0.93872	0.06128
1	1	0.28376	0.71624
-1	1	0.36434	0.63566
1	1	0.33476	0.66524
1	1	0.19806	0.80194
1	1	0.14243	0.85757
-1	-1	0.63359	0.36641
1	1	0.36380	0.63620
-1	-1	0.83609	0.16391
1	1	0.29089	0.70911
1	1	0.21219	0.78781
1	1	0.20685	0.79315
1	1	0.26335	0.73665
-1	-1	0.86457	0.13543
-1	-1	0.63608	0.36392
-1	-1	0.78430	0.21570
1	1	0.25884	0.74116
-1	-1	0.59009	0.40991
1	1	0.36411	0.63589
1	1	0.43582	0.56418
1	1	0.47914	0.52086
-1	-1	0.60104	0.39896
1	1	0.34552	0.65448
-1	-1	0.63080	0.36920
1	1	0.31712	0.68288
1	1	0.44369	0.55631
-1	-1	0.67273	0.32727
1	-1	0.53062	0.46938
1	1	0.38222	0.61778
-1	-1	0.61181	0.38819
1	-1	0.61551	0.38449
-1	-1	0.87864	0.12136
1	1	0.23833	0.76167
-1	-1	0.83586	0.16414
1	1	0.36321	0.63679
1	1	0.06635	0.93365
1	1	0.19912	0.80088
1	1	0.35033	0.64967
-1	-1	0.61175	0.38825
-1	-1	0.75508	0.24492
1	1	0.29442	0.70558
1	1	0.33105	0.66895
-1	-1	0.78558	0.21442
-1	-1	0.67624	0.32376
-1	-1	0.82742	0.17258
1	1	0.43733	0.56267
-1	-1	0.60270	0.39730
-1	1	0.48417	0.51583
1	1	0.18843	0.81157
-1	-1	0.82258	0.17742
-1	-1	0.55011	0.44989
-1	-1	0.70643	0.29357
1	1	0.27719	0.72281
1	1	0.41338	0.58662
1	1	0.24070	0.75930
-1	-1	0.73386	0.26614
1	1	0.37966	0.62034
1	1	0.45126	0.54874
1	-1	0.57587	0.42413
-1	-1	0.63484	0.36516
-1	-1	0.51352	0.48648
-1	-1	0.78664	0.21336
-1	-1	0.55563	0.44437
1	1	0.27135	0.72865
1	1	0.14832	0.85168
1	1	0.32439	0.67561
1	1	0.29513	0.70487
1	1	0.20780	0.79220
-1	-1	0.58463	0.41537
1	1	0.34665	0.65335
1	1	0.36069	0.63931
-1	-1	0.94489	0.05511
-1	-1	0.90716	0.09284
-1	1	0.29719	0.70281
-1	-1	0.63912	0.36088
-1	-1	0.54356	0.45644
-1	-1	0.58131	0.41869
1	1	0.30178	0.69822
-1	-1	0.65446	0.34554
1	1	0.38652	0.61348
-1	1	0.41934	0.58066
-1	-1	0.70567	0.29433
1	1	0.23288	0.76712
1	1	0.11455	0.88545
1	1	0.21621	0.78379
1	1	0.24365	0.75635
-1	-1	0.59833	0.40167
1	1	0.30764	0.69236
-1	-1	0.78845	0.21155
-1	-1	0.67513	0.32487
-1	-1	0.55124	0.44876
1	1	0.33478	0.66522
1	1	0.28837	0.71163
-1	1	0.40416	0.59584
1	1	0.27935	0.72065
-1	-1	0.62315	0.37685
1	-1	0.59633	0.40367
-1	-1	0.70340	0.29660
-1	-1	0.73978	0.26022
1	-1	0.50213	0.49787
-1	-1	0.62344	0.37656
1	1	0.42197	0.57803
-1	-1	0.87962	0.12038
-1	-1	0.81955	0.18045
-1	-1	0.57845	0.42155
1	1	0.26158	0.73842
-1	-1	0.73024	0.26976
-1	1	0.37756	0.62244
-1	-1	0.73331	0.26669
1	1	0.35647	0.64353
-1	-1	0.74518	0.25482
-1	-1	0.55497	0.44503
1	1	0.38276	0.61724
1	1	0.32933	0.67067
1	1	0.38825	0.61175
-1	-1	0.55479	0.44521
1	-1	0.55660	0.44340
-1	1	0.36949	0.63051
-1	-1	0.60100	0.39900
-1	-1	0.72007	0.27993
1	1	0.22200	0.77800
-1	-1	0.78224	0.21776
1	-1	0.51434	0.48566
-1	-1	0.76443	0.23557
-1	-1	0.50529	0.49471
-1	-1	0.56162	0.43838
-1	-1	0.77005	0.22995
-1	-1	0.80060	0.19940
-1	-1	0.77391	0.22609
-1	-1	0.73797	0.26203
-1	-1	0.60538	0.39462
1	1	0.28074	0.71926
-1	-1	0.71377	0.28623
1	-1	0.63748	0.36252
1	1	0.39167	0.60833
-1	1	0.48897	0.51103
-1	-1	0.75687	0.24313
1	1	0.29575	0.70425
1	1	0.25634	0.74366
1	1	0.18331	0.81669
1	1	0.45189	0.54811
1	1	0.31733	0.68267
1	1	0.36194	0.63806
-1	-1	0.80451	0.19549
1	1	0.19117	0.80883
-1	1	0.47987	0.52013
1	1	0.36877	0.63123
-1	-1	0.67659	0.32341
1	1	0.23346	0.76654
-1	-1	0.52820	0.47180
-1	1	0.49654	0.50346
1	1	0.49154	0.50846
-1	-1	0.68295	0.31705
1	-1	0.62967	0.37033
-1	-1	0.74237	0.25763
1	1	0.17241	0.82759
-1	-1	0.71109	0.28891
1	1	0.49277	0.50723
-1	-1	0.60051	0.39949
-1	-1	0.59144	0.40856
1	1	0.27701	0.72299
-1	-1	0.56635	0.43365
-1	-1	0.80133	0.19867
-1	-1	0.73512	0.26488
1	1	0.23717	0.76283
-1	-1	0.79752	0.20248
1	1	0.28685	0.71315
-1	1	0.46913	0.53087
-1	-1	0.76083	0.23917
-1	-1	0.64525	0.35475
1	1	0.48002	0.51998
1	1	0.07987	0.92013
-1	-1	0.77715	0.22285
1	1	0.32099	0.67901
-1	-1	0.75475	0.24525
1	1	0.27740	0.72260
1	1	0.11759	0.88241
-1	-1	0.80491	0.19509
-1	-1	0.73944	0.26056
1	-1	0.52836	0.47164
-1	1	0.42780	0.57220
-1	-1	0.70050	0.29950
1	1	0.37015	0.62985
-1	-1	0.59994	0.40006
1	1	0.27736	0.72264
1	1	0.22129	0.77871
-1	-1	0.62457	0.37543
-1	-1	0.72459	0.27541
1	1	0.39844	0.60156
1	1	0.26704	0.73296
1	1	0.46156	0.53844
1	-1	0.52588	0.47412
-1	-1	0.60082	0.39918
1	1	0.34469	0.65531
1	1	0.26418	0.73582
1	1	0.40726	0.59274
1	1	0.25862	0.74138
-1	-1	0.67177	0.32823
-1	-1	0.62146	0.37854
1	1	0.16415	0.83585
-1	-1	0.65780	0.34220
1	1	0.45674	0.54326
-1	1	0.43393	0.56607
1	1	0.39376	0.60624
1	1	0.45043	0.54957
-1	-1	0.69619	0.30381
-1	-1	0.69769	0.30231
1	-1	0.71480	0.28520
1	1	0.24068	0.75932
-1	-1	0.67381	0.32619
-1	-1	0.62587	0.37413
1	1	0.33332	0.66668
1	1	0.29542	0.70458
-1	-1	0.51666	0.48334
-1	-1	0.52595	0.47405
-1	-1	0.71725	0.28275
1	1	0.32542	0.67458
-1	-1	0.75983	0.24017
1	-1	0.56394	0.43606
-1	-1	0.61493	0.38507
1	1	0.36825	0.63175
1	-1	0.69436	0.30564
1	-1	0.61037	0.38963
1	1	0.47899	0.52101
1	1	0.32909	0.67091
-1	-1	0.76349	0.23651
1	-1	0.54905	0.45095
-1	-1	0.85991	0.14009
-1	-1	0.76139	0.23861
1	1	0.26253	0.73747
-1	-1	0.57564	0.42436
1	1	0.39000	0.61000
-1	-1	0.74382	0.25618
-1	-1	0.66477	0.33523
-1	1	0.41783	0.58217
-1	-1	0.56434	0.43566
1	1	0.39854	0.60146
1	1	0.41923	0.58077
-1	1	0.41015	0.58985
1	1	0.35579	0.64421
-1	-1	0.63822	0.36178
-1	-1	0.73653	0.26347
-1	-1	0.53148	0.46852
-1	-1	0.56871	0.43129
1	1	0.30714	0.69286
1	1	0.25536	0.74464
-1	-1	0.61581	0.38419
-1	-1	0.70445	0.29555
1	1	0.43122	0.56878
-1	-1	0.60788	0.39212
-1	-1	0.80913	0.19087
-1	-1	0.50157	0.49843
-1	-1	0.51640	0.48360
-1	-1	0.57485	0.42515
-1	-1	0.72774	0.27226
-1	-1	0.83293	0.16707
1	1	0.38930	0.61070
-1	-1	0.74139	0.25861
-1	-1	0.61634	0.38366
1	1	0.30575	0.69425
1	1	0.31137	0.68863
1	-1	0.53335	0.46665
-1	-1	0.52549	0.47451
1	1	0.37654	0.62346
-1	1	0.35015	0.64985
1	1	0.29919	0.70081
1	1	0.28374	0.71626
1	1	0.20773	0.79227
1	-1	0.61413	0.38587
-1	-1	0.65908	0.34092
-1	1	0.45864	0.54136
-1	-1	0.50796	0.49204
-1	-1	0.62299	0.37701
-1	-1	0.76225	0.23775
1	1	0.07427	0.92573
-1	-1	0.54795	0.45205
1	1	0.22045	0.77955
1	1	0.22888	0.77112
1	1	0.41370	0.58630
1	1	0.47102	0.52898
-1	-1	0.57620	0.42380
1	1	0.35761	0.64239
1	1	0.49002	0.50998
-1	-1	0.55884	0.44116
1	1	0.17502	0.82498
1	1	0.16522	0.83478
1	1	0.26728	0.73272
1	1	0.32568	0.67432
-1	-1	0.65370	0.34630
1	1	0.28137	0.71863
-1	1	0.39505	0.60495
-1	-1	0.81231	0.18769
-1	-1	0.67338	0.32662
-1	-1	0.70127	0.29873
1	1	0.44679	0.55321
1	1	0.07626	0.92374
-1	-1	0.80513	0.19487
1	1	0.49639	0.50361
1	1	0.24363	0.75637
1	1	0.24879	0.75121
1	1	0.30891	0.69109
1	1	0.11507	0.88493
-1	-1	0.59471	0.40529
-1	-1	0.61132	0.38868
1	1	0.29922	0.70078
1	1	0.39567	0.60433
1	1	0.39606	0.60394
1	1	0.48322	0.51678
1	1	0.25203	0.74797
1	1	0.09660	0.90340
-1	-1	0.55398	0.44602
-1	-1	0.51814	0.48186
1	1	0.35172	0.64828
1	1	0.20558	0.79442
1	1	0.31509	0.68491
1	1	0.29391	0.70609
-1	1	0.46170	0.53830
-1	-1	0.52888	0.47112
1	1	0.29455	0.70545
-1	1	0.47187	0.52813
1	1	0.15069	0.84931
-1	-1	0.68314	0.31686
1	1	0.15433	0.84567
1	1	0.47820	0.52180
-1	-1	0.56812	0.43188
-1	-1	0.80205	0.19795
1	1	0.20837	0.79163
1	1	0.35627	0.64373
1	1	0.37277	0.62723
-1	-1	0.69060	0.30940
-1	-1	0.58619	0.41381
1	1	0.39261	0.60739
1	1	0.20634	0.79366
-1	-1	0.65155	0.34845
-1	-1	0.75095	0.24905
1	1	0.25113	0.74887
1	1	0.26897	0.73103
-1	-1	0.76999	0.23001
1	1	0.30970	0.69030
1	1	0.43103	0.56897
1	1	0.26030	0.73970
1	1	0.28216	0.71784
1	1	0.30743	0.69257
-1	-1	0.70063	0.29937
1	1	0.18193	0.81807
1	1	0.16253	0.83747
1	1	0.32939	0.67061
-1	-1	0.83041	0.16959
-1	-1	0.71219	0.28781
-1	-1	0.69461	0.30539
1	1	0.26162	0.73838
1	1	0.43825	0.56175
-1	-1	0.65552	0.34448
-1	-1	0.75389	0.24611
-1	-1	0.66175	0.33825
-1	-1	0.77344	0.22656
-1	-1	0.58269	0.41731
-1	-1	0.58255	0.41745
-1	-1	0.52496	0.47504
-1	-1	0.53114	0.46886
-1	-1	0.58709	0.41291
-1	1	0.34272	0.65728
1	1	0.22228	0.77772
-1	-1	0.67393	0.32607
-1	-1	0.78586	0.21414
1	1	0.24879	0.75121
1	1	0.45523	0.54477
1	1	0.34987	0.65013
-1	-1	0.76397	0.23603
1	1	0.33413	0.66587
1	1	0.31604	0.68396
1	1	0.38648	0.61352
-1	-1	0.53620	0.46380
1	1	0.40618	0.59382
1	1	0.13200	0.86800
1	1	0.44496	0.55504
1	1	0.21279	0.78721
-1	-1	0.71527	0.28473
1	1	0.42436	0.57564
-1	-1	0.79879	0.20121
-1	-1	0.63294	0.36706
1	1	0.29921	0.70079
-1	-1	0.65105	0.34895
-1	-1	0.66616	0.33384
1	1	0.15995	0.84005
1	1	0.39582	0.60418
-1	1	0.40291	0.59709
-1	-1	0.59870	0.40130
-1	-1	0.75635	0.24365
-1	-1	0.66654	0.33346
-1	-1	0.65548	0.34452
-1	-1	0.57316	0.42684
1	1	0.23833	0.76167
-1	1	0.42118	0.57882
-1	-1	0.55831	0.44169
-1	1	0.41533	0.58467
1	1	0.38779	0.61221
1	1	0.30905	0.69095
1	1	0.21488	0.78512
-1	1	0.47854	0.52146
-1	-1	0.85547	0.14453
-1	-1	0.63765	0.36235
-1	-1	0.51583	0.48417
1	1	0.19926	0.80074
1	-1	0.67600	0.32400
1	-1	0.54082	0.45918
-1	-1	0.68815	0.31185
1	1	0.28991	0.71009
-1	-1	0.81104	0.18896
1	1	0.39570	0.60430
-1	-1	0.61592	0.38408
-1	-1	0.70835	0.29165
-1	-1	0.78234	0.21766
-1	-1	0.64375	0.35625
-1	-1	0.76333	0.23667
1	1	0.24098	0.75902
-1	-1	0.63919	0.36081
1	1	0.24298	0.75702
1	1	0.44402	0.55598
1	1	0.15770	0.84230
-1	-1	0.64122	0.35878
-1	-1	0.52108	0.47892
-1	-1	0.72854	0.27146
-1	-1	0.66171	0.33829
-1	-1	0.66562	0.33438
-1	1	0.46956	0.53044
-1	-1	0.62265	0.37735
1	1	0.34084	0.65916
-1	-1	0.69891	0.30109
-1	-1	0.56341	0.43659
-1	-1	0.57269	0.42731
1	1	0.32717	0.67283
1	1	0.28833	0.71167
-1	-1	0.71698	0.28302
1	1	0.38950	0.61050
1	-1	0.55163	0.44837
-1	1	0.47641	0.52359
1	-1	0.52380	0.47620
1	1	0.22204	0.77796
1	1	0.18419	0.81581
1	1	0.40367	0.59633
-1	-1	0.69684	0.30316
1	1	0.16636	0.83364
1	1	0.35673	0.64327
1	1	0.40963	0.59037
1	1	0.32293	0.67707
-1	-1	0.60864	0.39136
1	1	0.28355	0.71645
1	1	0.19907	0.80093
1	1	0.29595	0.70405
1	1	0.38250	0.61750
1	1	0.33354	0.66646
-1	-1	0.71301	0.28699
-1	-1	0.66939	0.33061
-1	-1	0.72451	0.27549
1	1	0.31848	0.68152
1	1	0.20700	0.79300
1	-1	0.50201	0.49799
1	1	0.29798	0.70202
1	-1	0.51243	0.48757
-1	-1	0.78200	0.21800
-1	-1	0.82146	0.17854
-1	-1	0.89764	0.10236
-1	-1	0.51508	0.48492
1	1	0.44352	0.55648
1	1	0.16743	0.83257
-1	-1	0.91178	0.08822
1	1	0.28555	0.71445
-1	-1	0.53548	0.46452
1	1	0.05661	0.94339
-1	-1	0.76359	0.23641
-1	-1	0.81079	0.18921
-1	-1	0.69726	0.30274
1	1	0.41156	0.58844
1	1	0.37545	0.62455
-1	1	0.46208	0.53792
-1	-1	0.85600	0.14400
-1	-1	0.72764	0.27236
-1	-1	0.70376	0.29624
-1	-1	0.72075	0.27925
1	1	0.33654	0.66346
1	1	0.34402	0.65598
1	1	0.13125	0.86875
-1	1	0.49429	0.50571
1	1	0.43945	0.56055
1	1	0.05576	0.94424
1	1	0.29729	0.70271
1	-1	0.59723	0.40277
-1	-1	0.78328	0.21672
1	1	0.48492	0.51508
1	1	0.33993	0.66007
-1	-1	0.73061	0.26939
-1	-1	0.75127	0.24873
1	-1	0.52263	0.47737
-1	-1	0.70000	0.30000
-1	-1	0.74329	0.25671
-1	-1	0.65298	0.34702
1	1	0.29139	0.70861
1	1	0.11637	0.88363
-1	-1	0.77945	0.22055
1	1	0.18343	0.81657
-1	-1	0.77652	0.22348
-1	-1	0.55317	0.44683
1	1	0.31508	0.68492
1	1	0.20352	0.79648
1	1	0.28110	0.71890
-1	1	0.45240	0.54760
-1	-1	0.70820	0.29180
1	1	0.36116	0.63884
-1	-1	0.60233	0.39767
-1	-1	0.70110	0.29890
-1	-1	0.80372	0.19628
1	1	0.23963	0.76037
-1	-1	0.64350	0.35650
-1	1	0.45639	0.54361
1	1	0.30875	0.69125
-1	-1	0.72319	0.27681
1	1	0.28440	0.71560
-1	1	0.37909	0.62091
-1	-1	0.67398	0.32602
1	1	0.43601	0.56399
-1	-1	0.55410	0.44590
-1	-1	0.58932	0.41068
